text,label
"The Bloody Beetroots is an Italian electronic dance music group that was formed in 2006 by Sir Bob Cornelius Rifo, a producer and DJ. The group's music is a fusion of various genres, including electro house, punk rock, and techno. Their style is characterized by heavy use of synthesizers, distorted guitar riffs, and fast-paced tempos. The Bloody Beetroots are known for their energetic and high-energy live performances, and their music is often played at clubs and electronic music festivals. Some of their most popular songs include ""Warp 1.9,"" ""Chronicles of a Fallen Love,"" and ""Rocksteady.""",1
"Interlibrary loan (ILL) is a service offered by libraries that allows patrons to borrow books and other materials from libraries outside their own system. If a patron requests a book or other material that is not available at their library, the library can use ILL to request the item from another library.\n\nHere's how the process typically works:\n\nA patron requests a book or other material from their library.\nThe library checks to see if the item is available in their own collection. If it is not, they can initiate an ILL request.\nThe library sends a request for the item to another library that has the material. This is usually done through a specialized ILL service or network.\nThe lending library checks to see if the item is available and agrees to lend it.\nThe lending library sends the item to the requesting library, either physically or electronically.\nThe requesting library receives the item and makes it available for the patron to borrow.\nILL can be a useful service for patrons who are unable to find the materials they need at their own library. However, it can take some time for the requested item to arrive, as it has to be shipped from one library to another. In addition, some libraries may charge fees for ILL services.",1
"Dave Bautista, also known as Batista, is a retired professional wrestler and actor. He is best known for his time with WWE, where he was a six-time world champion.\n\nAfter retiring from wrestling, Batista has focused on acting, and has appeared in a number of movies and TV shows. Some of his notable acting roles include Drax the Destroyer in the Marvel Cinematic Universe and Mr. Hinx in the James Bond film ""Spectre"".\n\nBatista has also continued to pursue his interests in fitness and bodybuilding. He is an avid gym-goer and often shares his workout routines and progress on social media. In recent years, he has also expressed an interest in returning to wrestling and has made a few appearances in WWE.",1
"A medical laboratory or clinical laboratory is a laboratory where tests are done on clinical specimens in order to get information about the health of a patient as pertaining to the diagnosis, treatment, and prevention of disease.",0
In 1845 it joined the United States as the 28th state.,0
Bolingbrook is a large village in Will and DuPage Counties in the U.S. state of Illinois .,0
"Bilirubin is a yellowish substance that is produced when red blood cells break down. It is normally present in the blood in small amounts and is removed from the body through the liver, which processes it and excretes it into the bile. The total bilirubin test measures the amount of bilirubin in your blood.\n\nElevated levels of bilirubin in the blood, also known as hyperbilirubinemia, can be a sign of liver disease or other underlying health conditions. High levels of bilirubin can cause the skin and whites of the eyes to turn yellow, a condition called jaundice.\n\nThe total bilirubin test is usually ordered as part of a liver function panel or as part of a comprehensive metabolic panel. It is typically measured in milligrams per deciliter (mg/dL). Normal levels of total bilirubin in the blood range from 0.3 to 1.9 mg/dL. However, the normal range may vary slightly depending on the laboratory that performs the test.\n\nIf the total bilirubin level is elevated, further testing may be needed to determine the cause and to guide treatment. These tests may include a direct bilirubin test, which measures the amount of conjugated bilirubin in the blood, or a liver function panel to assess the overall function of the liver.",1
"The Pittsburgh Steelers won Super Bowl XLIII, which was played on February 1, 2009, at Raymond James Stadium in Tampa, Florida. The Steelers defeated the Arizona Cardinals 27-23 in a thrilling game that came down to the final minutes. The Steelers' victory marked their sixth Super Bowl win, and the team was led by quarterback Ben Roethlisberger and a defense that was considered one of the best in the league.",1
"The Mississippi River Alluvial Plain is an alluvial plain created by the Mississippi River on which lies parts of seven U.S. states , from southern Louisiana to southern Illinois .",0
"The main causes of World War II were nationalistic issues, unresolved issues, and resentments resulting from World War I and the interwar period in Europe, in addition to the effects of the Great Depression in the 1930s.The culmination of events that led to the outbreak of war are generally understood to be the 1939 invasion of Poland by Germany and Soviet Russia and the 1937 invasion of the Republic of China by the Empire of Japan .",0
"Renaissance English refers to the English language as it was spoken and written during the Renaissance period, which lasted from the 14th to the 17th century. The Renaissance was a time of great cultural and intellectual revival in Europe, and this period saw significant changes in the English language as well.\n\nDuring the Renaissance, English underwent a number of changes in its grammar, spelling, and vocabulary. These changes were influenced by a number of factors, including the increasing use of the printing press, the growth of trade and commerce, and the influence of classical literature.\n\nOne of the most significant changes in Renaissance English was the introduction of many new words and phrases from Latin, Greek, and other languages. This was due in part to the growing influence of classical literature, as well as the increasing interest in science and philosophy. As a result, Renaissance English was much more varied and expressive than the English of earlier periods, and it laid the foundation for the development of Modern English.",1
"V is an American science fiction television series that ran for two seasons on ABC , from November 3, 2009 to March 15, 2011.",0
"The prostate is a gland that is part of the male reproductive system. It is located just below the bladder and surrounds the urethra, the tube through which urine and semen pass out of the body. The prostate's main function is to produce and secrete a fluid that makes up a part of semen. The prostate also plays a role in maintaining the health of the male reproductive system.\n\nDuring sexual arousal, the prostate contracts and releases a small amount of its secretions into the urethra, which mix with sperm and other fluids to form semen. This helps to nourish and protect the sperm, and also helps to transport it through the female reproductive tract.\n\nProblems with the prostate, such as an enlarged prostate or prostate cancer, can cause issues with urination and sexual function. It is important for men to have regular check-ups with their healthcare provider to monitor the health of their prostate.",1
"John F. Kennedy, the 35th President of the United States, was assassinated on November 22, 1963, while riding in a motorcade through Dallas, Texas. Kennedy was shot by Lee Harvey Oswald, who was later arrested and charged with the crime. Oswald was subsequently killed by Jack Ruby, a Dallas nightclub owner, while in police custody. The assassination of Kennedy was a shocking and tragic event that had a profound impact on the nation and the world.",1
"While he achieved fame during his lifetime as an author, philosopher, alchemist and astronomer , composing a scientific treatise on the astrolabe for his ten year-old son Lewis, Chaucer also maintained an active career in the civil service as a bureaucrat, courtier and diplomat.Chaucer is a crucial figure in developing the legitimacy of the vernacular , Middle English , at a time when the dominant literary languages in England were French and Latin.",0
The causes of cardiovascular disease are diverse but atherosclerosis and/or hypertension are the most common.,0
"In computing , a file system (or filesystem) is a type of data store which can be used to store, retrieve and update a set of files .",0
"Flo is a fictional character who appears in commercials for Progressive Insurance .She is played by actress and comedian Stephanie Courtney , and has a fan base on social networks like Facebook .Flo debuted in 2008 through television commercials and has since appeared in radio advertisements and web banners .As of November 2010, she had appeared in 53 commercials.",0
"The European Theatre of World War II, also known as the European War, was a huge area of heavy fighting across Europe from Germany's invasion of Poland on September 1, 1939 until the end of the war with the German unconditional surrender on May 8, 1945 ( V-E Day ).",0
"Barack Obama was born on August 4, 1961.",1
"Cold water will freeze faster than hot water. This is because the molecules in hot water have more energy and are moving faster, which makes it harder for them to arrange themselves into the orderly pattern required for freezing. Cold water, on the other hand, has slower-moving molecules that are more readily able to freeze.\n\nThis phenomenon, known as the Mpemba effect, was first observed by a student named Erasto Mpemba in the 1960s. It is not fully understood and is still the subject of scientific study. Some researchers believe that the Mpemba effect may be due to differences in the way heat is transferred from the water to the air, or to the presence of impurities in the water.\n\nIt is worth noting that the Mpemba effect is not always observed, and in some cases hot water may freeze faster than cold water. The effect is more likely to be observed under certain conditions, such as when the water is pure and the temperature difference between the hot and cold water is not too large.",1
"Many products are made of linen: aprons, bags, towels (swimmers, bath, beach, body and wash towels), napkins, bed linens, linen tablecloths, runners, chair covers, and men's & women's wear.",0
"Web hosts are companies that provide space on a server owned or leased for use by clients, as well as providing Internet connectivity, typically in a data center .",0
"On 28 July, the Austro-Hungarians fired the first shots of the war as preparation for the invasion of Serbia .",0
"Jerky is lean meat that has been trimmed of fat, cut into strips, and then dried to prevent spoilage.Modern manufactured jerky is normally marinated in a seasoned spice rub or liquid, and dried, dehydrated or smoked with low heat (usually under 70 °C/160 °F).",0
"The bridge became known for its pitching deck, and collapsed into Puget Sound the morning of November 7, 1940, under high wind conditions.",0
"The greater palatine canal (or pterygopalatine canal) is a passage in the skull that transmits the greater palatine artery , vein, and nerve between the pterygopalatine fossa and the oral cavity .",0
"LSD (lysergic acid diethylamide) is a powerful psychoactive drug that can produce significant changes in consciousness, perception, and mood. It is known for its ability to alter the user's perception of reality, causing them to see and experience things that are not actually present.\n\nWhen taken, LSD can produce a range of physical and psychological effects that can vary in intensity and duration depending on the individual, the dose, and the environment in which it is taken. Some of the most common effects of LSD include:\n\nAltered senses: Colors may seem more vivid and sounds may be distorted. Time may also appear to slow down or speed up.\n\nHallucinations: Users may see, hear, or feel things that are not real.\n\nChanges in mood: LSD can produce feelings of euphoria, happiness, and excitement, but it can also cause anxiety, fear, and panic.\n\nChanges in perception: Users may have a distorted sense of body image and may feel detached from reality.\n\nChanges in thinking and behavior: Users may have difficulty concentrating, making decisions, and communicating with others.\n\nLSD can also cause a range of physical effects, including dilated pupils, increased heart rate and blood pressure, and changes in body temperature and appetite.\n\nIt is important to note that LSD is a powerful and potentially dangerous drug that can produce unpredictable and potentially harmful effects. It is illegal in many countries, and it is not advisable to use it recreationally. If you or someone you know is experiencing negative effects from LSD or any other drug, it is important to seek help immediately.",1
"The definition of the world's busiest airport has been specified by the Airports Council International in Geneva, Switzerland.",0
"It is difficult to assign a specific monetary value to the Harry Potter movies as they are cultural phenomena that have had a significant impact on popular culture and have generated billions of dollars in revenue through box office receipts, merchandise sales, and other forms of revenue. The Harry Potter franchise is considered to be one of the most successful and lucrative franchises in the history of film, and the movies have played a major role in that success. It is safe to say that the Harry Potter movies are worth a great deal, both financially and culturally.",1
"The Rapture is a term in Christian eschatology which refers to the ""being caught up"" discussed in 1 Thessalonians 4:17, when the ""dead in Christ"" and ""we who are alive and remain"" will be ""caught up in the clouds"" to meet ""the Lord in the air"".",0
"Potato bread is a type of bread that is made with mashed potatoes and is typically made without wheat flour. You may be able to find potato bread at a bakery or specialty store that sells bread made with alternative flours. You can also try looking for potato bread at a grocery store or health food store that carries a range of bread products made with alternative flours. Some bakeries or specialty stores may also offer potato bread online, so you may be able to purchase it through their website. Alternatively, you can try making potato bread at home by following a recipe that uses potato flour or mashed potatoes in place of wheat flour.",1
"Dave Bautista is an actor and retired professional wrestler. He is best known for his time with WWE, where he performed under the ring name Batista. He has also appeared in a number of films, including the Guardians of the Galaxy series and the James Bond film Spectre. In recent years, Bautista has continued to act in both film and television and has also made appearances on the independent wrestling circuit.",1
"The Oklahoma City bombing, which occurred on April 19, 1995, was a terrorist attack on the Alfred P. Murrah Federal Building in Oklahoma City, Oklahoma, United States. The attack claimed the lives of 168 people and injured over 600 others. The bombing was perpetrated by Timothy McVeigh and Terry Nichols, who were later convicted of the crime. The attack remains the deadliest act of domestic terrorism in the history of the United States.",1
"Disney's Magic Kingdom is a theme park at the Walt Disney World Resort in Bay Lake, Florida, near Orlando. It is one of four theme parks at the resort, and it is based on the original Disneyland theme park in Anaheim, California. Magic Kingdom is home to many popular attractions, including Cinderella Castle, Space Mountain, and Pirates of the Caribbean. It also features live entertainment, parades, and fireworks shows. The park is organized into six themed lands: Adventureland, Frontierland, Liberty Square, Fantasyland, Tomorrowland, and Main Street, U.S.A. Magic Kingdom is known for its family-friendly atmosphere and is a popular vacation destination for people of all ages.",1
"The 8-track tape was invented in the 1960s. It was developed as a more advanced version of the 4-track tape, which had been invented in the 1950s. The 8-track tape was a popular format for music and audio playback during the 1970s, but it was eventually replaced by more advanced formats such as cassette tapes and compact discs.",1
"Westminster Abbey is an Anglican church located in Westminster, London, England. It is the traditional place of coronation and burial site for English and, later, British monarchs. As such, it is a significant architectural and historical site and is a working church as well. The Abbey is part of the Church of England, which is a member of the worldwide Anglican Communion. The Church of England is a Protestant Christian denomination that traces its history back to the English Reformation in the 16th century.",1
"It was written in stages between 1937 and 1949, much of it during World War II .",0
"Jacques-Yves Cousteau (; commonly known in English as Jacques Cousteau; 11 June 1910 – 25 June 1997) was a French naval officer, explorer , conservationist , filmmaker, innovator, scientist, photographer, author and researcher who studied the sea and all forms of life in water.",0
"The Rhine is a river that flows through western and central Europe. It originates in the Swiss Alps and flows through several countries, including Switzerland, Liechtenstein, Austria, Germany, France, and the Netherlands, before emptying into the North Sea. On a map, you can find the Rhine running through the heart of Europe, with its source in the Swiss Alps and its mouth at the North Sea.",1
"SpongeBob SquarePants is an animated television series that premiered on May 1, 1999, on Nickelodeon. The show was created by marine biologist and animator Stephen Hillenburg and has since become a cultural phenomenon. It has aired continuously since its debut and has spawned numerous spin-off shows, movies, and other media.",1
"Armando Pérez (born January 15, 1981), better known by his stage name Pitbull, is an American rapper, songwriter, and record producer.",0
"D.O. stands for Doctor of Osteopathic Medicine. It is a professional doctoral degree for physicians and surgeons offered by medical schools in the United States. D.O.s are licensed to practice medicine and surgery in all 50 states and are trained to focus on the whole person, rather than just the symptoms of a disease. They use a hands-on approach called osteopathic manipulative medicine (OMM) to diagnose and treat illness, and they also prescribe medications and perform surgery. D.O.s are trained to consider the body's structure and function and how they relate to each other and to the overall health of the patient. They work in a variety of medical settings, including hospitals, clinics, and private practice.",1
A troy ounce is a unit of weight used to measure precious metals and gemstones. One troy ounce is equal to 31.103 grams. This means that a troy ounce of gold weighs 31.103 grams.,1
"Early symptoms may include fever , headache , fatigue , depression , and a characteristic circular skin rash called erythema migrans (EM).Left untreated, later symptoms may involve the joints, heart, and central nervous system .",0
"It is difficult to identify a single individual as the inventor of medicine, as the practice of medicine has a long and diverse history that spans many cultures and civilizations. However, some of the earliest known systems of medicine include those developed by the ancient Egyptians, Greeks, and Chinese.\n\nThe ancient Egyptians, for example, developed a system of medicine that was based on the belief that the gods controlled health and that illness was caused by supernatural forces. They used a variety of treatments, including herbs, incantations, and amulets, to try to cure a wide range of ailments.\n\nThe ancient Greeks also made significant contributions to the field of medicine. The Greek physician Hippocrates, who is often referred to as the ""father of medicine,"" developed a system of medicine that was based on the idea that illness was caused by natural rather than supernatural forces. He is credited with developing the first comprehensive system of medical ethics, known as the Hippocratic Oath, which is still in use today.\n\nIn ancient China, the practice of medicine was closely tied to the belief in balance and harmony in the body and in the natural world. The Chinese developed a system of medicine that included the use of acupuncture, herbal remedies, and other treatments to try to restore balance and prevent illness.\n\nOverall, the practice of medicine has evolved significantly over time, and many different cultures and civilizations have contributed to its development.",1
"Its twelve member institutions (which are primarily flagship research universities in their respective states, well-regarded academically, and with relatively large student enrollment) are located primarily in the Midwest , stretching from Nebraska in the west to Penn State in the east.",0
"Porcupines are herbivores, which means they primarily feed on plants. In the wild, porcupines mostly eat the bark, twigs, and leaves of trees, as well as various types of plants and fruits. They have a preference for certain types of trees and plants, such as oak, beech, and maple, and will often return to the same trees to feed. Porcupines are also known to eat the bark of shrubs and other woody plants. They may occasionally eat insects or other small animals, but this is not a major part of their diet.\n\nPorcupines are nocturnal animals, and they spend much of their time foraging for food at night. They are adapted to climb trees to reach their preferred food sources, and their sharp, chisel-like front teeth are well-suited for gnawing on woody plants. Porcupines have a slow metabolism and do not need to eat very frequently, so they can survive on a relatively small amount of food. In captivity, porcupines can be fed a diet of hay, vegetables, and commercial porcupine pellets, which are specially formulated to provide all the nutrients they need.",1
"Turkey (), officially the Republic of Turkey , is a transcontinental country , located mostly on Anatolia in Western Asia and on East Thrace in Southeastern Europe .Turkey is bordered by eight countries: Bulgaria to the northwest; Greece to the west; Georgia to the northeast; Armenia , Iran and the Azerbaijani exclave of Nakhchivan to the east; and Iraq and Syria to the southeast.",0
"Passover, also known as Pesach in Hebrew, is an eight-day Jewish holiday that commemorates the Israelites' liberation from slavery in ancient Egypt. In 2022, Passover begins on the evening of March 27 and ends on the evening of April 4. The dates of Passover vary from year to year because the Jewish calendar is based on a combination of lunar and solar cycles.\n\nDuring Passover, Jews observe certain traditions and customs, such as eating matzo (unleavened bread) and abstaining from eating leavened bread or grain products. They also hold special seders, or dinners, on the first two nights of the holiday to tell the story of the Israelites' exodus from Egypt and to remember their ancestors' struggles and triumphs.\n\nI hope this helps. Let me know if you have any other questions.",1
"The human body is about 60% water. This percentage can vary depending on a person's age, sex, and body composition. In general, men tend to have a higher water content than women, and younger people tend to have a higher water content than older people. Water is essential for the proper functioning of the human body and plays a vital role in many physiological processes. It is found in every cell, tissue, and organ in the body, and it is necessary for the regulation of body temperature, the transport of nutrients and waste products, and the maintenance of electrolyte balance.",1
"Santa's wife is traditionally known as Mrs. Claus. In many Christmas stories and legends, Mrs. Claus is depicted as a kind and supportive partner to Santa, helping him prepare for his annual journey to deliver gifts to children around the world on Christmas Eve. Mrs. Claus is often depicted as a cheerful and loving figure who helps to spread joy and cheer during the holiday season.",1
"Acute disseminated encephalomyelitis (ADEM) is an immune mediated disease of the brain .It usually occurs following a viral infection but may appear following vaccination , bacterial or parasitic infection, or even appear spontaneously.",0
"Vitamin B12, also known as cobalamin, is a water-soluble vitamin that is important for several functions in the body. It plays a key role in the normal functioning of the brain and nervous system, and is also necessary for the production of red blood cells and DNA.\n\nVitamin B12 is involved in the metabolism of every cell in the body, and is particularly important for the proper functioning of the brain and nervous system. It is also necessary for the production of red blood cells, which are responsible for carrying oxygen throughout the body. In addition, vitamin B12 helps to maintain the health of the skin, hair, and nails, and is important for the metabolism of carbohydrates and fats.\n\nVitamin B12 deficiency can lead to a range of health problems, including anemia, fatigue, and nerve damage. It is important to get enough vitamin B12 through a healthy diet or supplements, especially for older adults, vegetarians, and vegans, who may be at higher risk of deficiency.",1
"Newton Norman Minow (born January 17, 1926) is an American attorney and former Chairman of the Federal Communications Commission .",0
"John Adams became President in 1797. He was the second President of the United States, serving from 1797 to 1801. Before serving as President, Adams was a founding father and played a key role in the American Revolution and the drafting of the United States Constitution. He was also a diplomat, serving as the first United States Minister to the Court of St. James's and later as Vice President under George Washington.",1
"The Mayflower, a British ship that transported the Pilgrims to the New World in 1620, landed on the east coast of present-day Massachusetts, near present-day Provincetown. The Pilgrims had originally intended to settle in the Virginia Colony, but due to storms and navigational errors, they ended up further north. The Mayflower landed at what is now known as Plymouth Harbor, and the Pilgrims established the settlement of Plymouth in the area.",1
Procedure codes are numbers or alphanumeric codes used to identify specific health interventions taken by medical professionals.,0
"Jamestown is a town in Guilford County , North Carolina , United States , and is a suburb of the nearby cities of Greensboro and High Point.",0
,1
"The American middle class is a social class in the United States .Depending on class model used, the middle class may constitute anywhere from 25% to 66% of households.Constituting roughly 15% to 20% of households is the upper or professional middle class consisting of highly educated, salaried professionals and managers.",0
"Theodore Roosevelt was the 26th President of the United States, serving from 1901 to 1909. He was the youngest person to hold the office, at the age of 42. Roosevelt was a leader of the Republican Party and a member of the Progressive Movement. He is known for his energetic and charismatic leadership style, as well as his numerous domestic and foreign policy initiatives. Some of his most significant accomplishments include the construction of the Panama Canal, the establishment of the U.S. Forest Service, and the passage of the Pure Food and Drug Act.",1
"The 1967 NBA Championship was won by the Philadelphia 76ers. The 76ers defeated the San Francisco Warriors in the NBA Finals, winning the series 4-2. The 76ers were led by Hall of Famers Wilt Chamberlain and Hal Greer, and head coach Alex Hannum. This was the 76ers' second NBA Championship, having previously won the title in 1955.",1
Mama Told Me (Not to Come) is a song by Randy Newman written for Eric Burdon 's first solo album in 1966.,0
A leasehold estate is an ownership of a temporary right to hold land or property in which a lessee or a tenant holds rights of real property by some form of title from a lessor or landlord .,0
"""I Confess"" is a 1953 mystery thriller film directed by Alfred Hitchcock and starring Montgomery Clift as Father Michael William Logan, a Catholic priest who becomes embroiled in a murder investigation. Anne Baxter plays Ruth Grandfort, a woman who confesses to the murder, and Karl Malden plays Inspector Larrue, a detective who is trying to solve the crime. Other cast members include Brian Aherne, Roger Dann, O.E. Hasse, and Dolly Haas. The film is based on a play by Paul Anthelme and was adapted for the screen by George Tabori and William Archibald.",1
He was assassinated on 30 January 1948 by Nathuram Godse who thought Gandhi was too sympathetic to India's Muslims.,0
"Lysergic acid diethylamide, abbreviated LSD or LSD-25, also known as lysergide ( INN ) and colloquially as acid, is a semisynthetic psychedelic drug of the ergoline family, well known for its psychological effects which can include altered thinking processes, closed and open eye visuals, synesthesia , an altered sense of time and spiritual experiences , as well as for its key role in 1960s counterculture .LSD is non-addictive, is not known to cause brain damage, and has extremely low toxicity relative to dose .However, adverse psychiatric reactions such as anxiety, paranoia, and delusions are possible.",0
"Also controversial was the price tag of $1.5 billion, which makes it not only the most expensive baseball stadium ever built, but the second-most expensive stadium of any kind (after MetLife Stadium in East Rutherford, New Jersey ).",0
"In the law , it is defined as a ""fee charged for a lawyer's services only if the lawsuit is successful or is favorably settled out of court....",0
"In the context of biology, classification refers to the grouping of organisms into categories based on their shared characteristics. Dogs, scientifically known as Canis lupus familiaris, are a domesticated subspecies of the gray wolf (Canis lupus). They belong to the family Canidae, which includes other carnivorous mammals such as wolves, foxes, and jackals.\n\nWithin the Canidae family, dogs are classified as follows:\n\nKingdom: Animalia\nPhylum: Chordata\nClass: Mammalia\nOrder: Carnivora\nFamily: Canidae\nSubfamily: Caninae\nGenus: Canis\nSpecies: Canis lupus\nSubspecies: Canis lupus familiaris (domesticated dog)\n\nThere are more than 340 different breeds of domesticated dogs, which have been developed through selective breeding over thousands of years. These breeds vary greatly in size, shape, and behavior, and are often used for different purposes such as herding, hunting, guarding, and companionship.",1
"Daniel Radcliffe , who portrays Harry Potter , has been the icon of the film series since the release of the first film in 2001.",0
"Adenosine deaminase (ADA) is an enzyme that plays a crucial role in the metabolism of purines, which are important components of DNA and RNA. A deficiency in ADA can be caused by a genetic mutation that results in the production of an inactive or insufficient amount of the enzyme. This genetic mutation can be inherited from a person's parents or it can occur spontaneously during fetal development.\n\nADA deficiency is a rare inherited disorder that affects the immune system. People with ADA deficiency have a reduced ability to fight infections and are more susceptible to severe, recurrent infections. The severity of the condition can vary widely, with some people experiencing only mild symptoms and others experiencing severe, life-threatening infections.\n\nTreatment for ADA deficiency typically involves the use of enzyme replacement therapy, in which a person is given ADA enzyme supplements to help compensate for the deficiency. In some cases, bone marrow transplantation may be recommended as a treatment option.",1
"It opened on April 16, 2001.",0
"More than sixty percent of Vietnamese Americans reside in the states of California , Texas , Washington , Florida , and Virginia .",0
Westlife were an Irish boy band which formed in 1998 and disbanded in 2012.,0
"Delaware was one of the 13 colonies participating in the American Revolution and on December 7, 1787, became the first state to ratify the Constitution of the United States , thereby becoming known as The First State.",0
"""Who Moved My Cheese?"" is a parable about change written by Dr. Spencer Johnson. The story follows two mice, Sniff and Scurry, and two little people, Hem and Haw, as they search for cheese in a maze. The cheese represents something that the characters desire, whether it be a job, a relationship, or something else.\n\nAt the beginning of the story, Sniff and Scurry and Hem and Haw all find cheese in the same place in the maze. However, one day the cheese is gone. Sniff and Scurry quickly adapt and go out into the maze to find more cheese, while Hem and Haw struggle to come to terms with the change and try to find the cheese in the same place where it used to be.\n\nAs the story goes on, Hem and Haw eventually come to realize that the cheese has truly disappeared and that they need to adapt and move on. They eventually find new cheese, but only after going through a process of denial, anger, bargaining, and acceptance.\n\nThe story is meant to be a metaphor for the changes that we all experience in life and how we can learn to adapt to them. The message is that it is important to be open to change and to be proactive in seeking out new opportunities and experiences, rather than clinging to the past and trying to hold on to things that may no longer be available to us.",1
"First used to denote national affiliations, the term began to be used to relate to physical traits in the 17th century.",0
"Four of the nation's five most popular team sports were developed in North America: American football , baseball , basketball and ice hockey , whereas soccer was developed in England.The four Major leagues in the United States are the National Basketball Association (NBA), National Football League (NFL), Major League Baseball (MLB), the National Hockey League (NHL); all enjoy massive media exposure and are considered the preeminent competitions in their respective sports in the world.",0
"Kurt Cobain, the lead singer and guitarist of the band Nirvana, died on April 5, 1994. The cause of death was determined to be suicide by a self-inflicted gunshot wound. Cobain's death was a significant loss to the music industry and to his fans, and his music continues to be widely celebrated and influential to this day.",1
".17 Hornady Magnum Rimfire, commonly known as the .17 HMR, is a rimfire rifle cartridge developed by the ammunition company Hornady in 2002.",0
"In college football, a redshirt freshman is a player who is in their first year of eligibility to play on the team, but who has not yet played in any games. A player becomes a redshirt freshman after their first year of enrollment at the school, but before they have played in any games. The term ""redshirt"" refers to the practice of holding a player out of competition for a year in order to extend their period of eligibility. This is often done with players who are not quite ready to compete at the college level, or who may benefit from the extra year of practice and development. Redshirting allows a player to get a head start on their career and have four seasons of eligibility instead of just three.",1
"During his first voyage in 1492, instead of reaching Japan as he had intended, Columbus landed in the Bahamas archipelago , at a locale he named San Salvador.",0
"According to a 2005 Pew Hispanic Center report, 56% of undocumented immigrants were from Mexico ; 22% were from other Latin American countries; 13% were from Asia; 6% were from Europe and Canada; and 3% were from Africa and the rest of the world.",0
"is a city in the Kansai region of Japan's main island of Honshu , a designated city under the Local Autonomy Law , the capital city of Osaka Prefecture and also the largest part of the Keihanshin metropolis, which comprises three major cities of Japan, Kyoto , Osaka and Kobe .Located at the mouth of the Yodo River on Osaka Bay , Osaka is Japan's third largest city by population after Tokyo (special wards) and Yokohama .",0
"The Appalachian Trail (AT) is a long-distance hiking trail that runs from Springer Mountain in Georgia to Mount Katahdin in Maine. Along the way, the trail passes through or near many mountain ranges, including the Great Smoky Mountains, the Blue Ridge Mountains, the Green Mountains, the White Mountains, and the Mahoosuc Range. Some of the notable mountain peaks that the AT passes include:\n\nSpringer Mountain (Georgia)\nBlood Mountain (Georgia)\nClingmans Dome (Great Smoky Mountains, Tennessee/North Carolina)\nMount Rogers (Virginia)\nBear Mountain (New York)\nMount Greylock (Massachusetts)\nSaddleback Mountain (Maine)\nKatahdin (Maine)\nThese are just a few examples, as there are many other mountain ranges and peaks along the Appalachian Trail.",1
"John Steinbeck was an American writer best known for his novels set in the 1930s and 1940s, including ""The Grapes of Wrath,"" ""Of Mice and Men,"" and ""East of Eden."" He often wrote about the struggles and hardships faced by working-class people, particularly during the Great Depression, and his works are known for their strong social and political themes. Steinbeck's writing is often described as realist or naturalist, and he was a master at capturing the everyday struggles and triumphs of ordinary people in his work. He was also a skilled writer of short stories, essays, and non-fiction, and his work has been widely translated and adapted for stage and screen.",1
"As seen from the Earth , a solar eclipse occurs when the Moon passes between the Sun and Earth, and the Moon fully or partially blocks ("" occults "") the Sun.",0
"Loxahatchee is a small town located in Palm Beach County, Florida, United States. It is situated about 45 miles north of Miami and about 20 miles west of West Palm Beach. It is known for its natural beauty, with many parks and preserves areas, and is home to the Loxahatchee National Wildlife Refuge, a protected area for endangered and threatened species. Loxahatchee is also located near many popular attractions, such as Lion Country Safari, the Palm Beach Zoo, and the Morikami Museum and Japanese Gardens.",1
"Cats purr when they are content or happy, but they can also purr when they are in pain or distressed. The mechanism by which cats purr is not completely understood, but it is thought to be related to vibrations in the cat's larynx, or voice box.\n\nWhen a cat purrs, its vocal cords vibrate at a rapid rate, typically around 25 to 150 vibrations per second. These vibrations are caused by the rapid contraction and relaxation of the muscles in the larynx. As the cat inhales and exhales, air passes over the vibrating vocal cords, producing the sound of a purr.\n\nIt is believed that the act of purring serves a number of purposes for cats. In addition to expressing contentment or happiness, purring may also be a way for cats to communicate their needs or desires to their human caregivers, or to bond with their kittens. Some researchers also suggest that purring may have a calming effect on both cats and the people around them, helping to reduce stress and promote relaxation.",1
"Thomas Jefferson became President of the United States on March 4, 1801. He served two terms as President, from 1801 to 1809. Prior to his presidency, Jefferson served as the Governor of Virginia and as a member of the Continental Congress. He was also a key figure in the drafting and ratification of the United States Constitution. Jefferson was the third President of the United States, following George Washington and John Adams.",1
"Estée Lauder is a global cosmetics company that sells a wide range of beauty and personal care products, including skin care, makeup, fragrances, and hair care. The company was founded in 1946 by Estée Lauder and her husband, Joseph Lauder, and is headquartered in New York City. Estée Lauder is known for its high-quality products and strong brand reputation, and its products are sold in over 150 countries around the world. In addition to its own brand, Estée Lauder also owns a number of other well-known cosmetics brands, including Clinique, MAC Cosmetics, and Bobbi Brown.",1
"The green color on the Mexican flag represents hope, joy, and love, as well as the independence movement in Mexico. It is one of the three colors on the Mexican flag, along with white and red. The green stripe is located on the left side of the flag, while the white stripe is in the middle and the red stripe is on the right side. The Mexican flag is a horizontal tricolor, meaning that it has three equal-sized stripes arranged horizontally. The colors and symbolism of the Mexican flag are based on the national coat of arms of Mexico, which features an eagle perched on a cactus with a serpent in its beak. The green, white, and red colors are also said to represent the natural beauty of Mexico's landscape, with the green representing the lush forests and the red representing the soil.",1
"A sump pump is a device that is used to remove excess water from an area, typically a basement or crawl space, that is prone to flooding. The sump pump is installed in a pit or basin, known as a sump, that collects the excess water. The sump pump is activated when the water level in the sump reaches a certain point, and it pumps the water out of the sump and away from the house. This helps to prevent water damage to the home and protects the foundation from settling or cracking due to excess moisture. Some sump pumps also have a battery backup system in case of power outages.",1
